iter	MAE
214	127.0009095
215	126.9192667
216	126.8343036
217	126.7727474
218	126.6860544
219	126.6082723
220	126.5516732
221	126.4786207
222	126.4170971
223	126.3318438
224	126.2355656
225	126.1336468
226	126.0713166
227	126.0257017
228	125.9685963
229	125.9018978
230	125.8194543
231	125.7166545
232	125.615879
233	125.5317886
234	125.4386952
235	125.3408046
236	125.2719284
237	125.2018513
238	125.1339127
239	125.0626409
240	124.9840026
241	124.8864285
242	124.7918333
243	124.7315634
244	124.6710812
245	124.5930006
246	124.4815578
247	124.3848336
248	124.3211703
249	124.2711224
250	124.2138189
251	124.1324685
252	124.0668753
253	123.9601935
254	123.8443272
255	123.7765666
256	123.7190286
257	123.6669841
258	123.586986
259	123.4789118
260	123.4053252
261	123.3381969
262	123.290471
263	123.1792265
264	123.1195136
265	123.0533986
266	122.9721143
267	122.8854241
268	122.8148402
269	122.7534493
270	122.7142799
271	122.6563833
272	122.5841718
273	122.5119993
274	122.4351132
275	122.3863078
276	122.2860006
277	122.2337244
278	122.1819353
279	122.1228124
280	122.0645306
281	122.0172349
282	121.954892
283	121.885912
284	121.8426069
285	121.7801385
286	121.7004761
287	121.6570037
288	121.5940125
289	121.5442672
290	121.4798998
291	121.4011016
292	121.3502287
293	121.2872062
294	121.216134
295	121.1599739
296	121.0987356
297	121.0253697
298	120.9553244
299	120.9155051
300	120.8452391
301	120.8105158
302	120.7593697
303	120.6824229
304	120.6202222
305	120.5495129
306	120.4948767
307	120.4561826
308	120.3873731
309	120.3322344
310	120.2813792
311	120.2048246
312	120.1481393
313	120.1089146
314	120.0328176
315	119.9706218
316	119.9174064
317	119.8302132
318	119.7873521
319	119.7311241
320	119.6720944
321	119.5649405
322	119.5304187
323	119.4725849
324	119.4410076
325	119.3904175
326	119.3504502
327	119.300717
328	119.2615208
329	119.1512442
330	119.1125591
331	119.071805
332	119.0202915
333	118.9749865
334	118.9432657
335	118.8308713
336	118.7935214
337	118.7473448
338	118.6619076
339	118.6327353
340	118.5906305
341	118.544199
342	118.4896997
343	118.4267614
344	118.3781149
345	118.3346312
346	118.2963194
347	118.2503001
348	118.1872471
349	118.1343292
350	118.1061028
351	118.0472655
352	118.0088833
353	117.9625562
354	117.9254208
355	117.8908635
356	117.8643636
357	117.8312718
358	117.7983645
359	117.7632689
360	117.7287874
361	117.6883565
362	117.652715
363	117.5844526
364	117.5241172
365	117.3997514
366	117.3579863
367	117.2950695
368	117.2381522
369	117.1889624
370	117.1591042
371	117.0959325
372	117.0216653
373	116.9801123
374	116.9297216
375	116.9036456
376	116.8725462
377	116.8021476
378	116.7711507
379	116.7176611
380	116.6735863
381	116.6428158
382	116.6113718
383	116.5770111
384	116.5545594
385	116.5204676
386	116.4960313
387	116.4714912
388	116.4340814
389	116.4065156
390	116.3841665
391	116.3540113
392	116.3237863
393	116.277333
394	116.2464393
395	116.2167226
396	116.1495303
397	116.1147971
398	116.0834938
399	116.0496223
400	116.0155094
401	115.9765326
402	115.9364336
403	115.8906801
404	115.8691798
405	115.8271371
406	115.796006
407	115.7706584
408	115.73727
409	115.7008836
410	115.6399175
411	115.6219963
412	115.5958489
413	115.5602739
414	115.5313854
415	115.4990976
416	115.4778226
417	115.441431
418	115.4096877
419	115.3715043
420	115.3421617
421	115.2920772
422	115.2381063
423	115.1787047
424	115.14152
425	115.1197337
426	115.0783682
427	115.0308945
428	115.0115485
429	114.980768
430	114.948787
431	114.8904381
432	114.8567919
433	114.8246074
434	114.8006753
435	114.7783828
436	114.7336238
437	114.6877865
438	114.6586141
439	114.6129272
440	114.5444029
441	114.5137925
442	114.4830443
443	114.4381424
444	114.4045052
445	114.3792753
446	114.3455274
447	114.3124491
448	114.2724494
449	114.238981
450	114.193112
451	114.1413125
452	114.1086024
453	114.0668858
454	114.0365736
455	114.0031842
456	113.9765634
457	113.940269
458	113.9089971
459	113.8739342
460	113.8438108
461	113.7981995
462	113.7557192
463	113.702344
464	113.6718826
465	113.6386945
466	113.5898479
467	113.5585021
468	113.537911
469	113.5199147
470	113.494379
471	113.4660829
472	113.4476552
473	113.4230423
474	113.4028717
475	113.3797291
476	113.3511497
477	113.3285887
478	113.2983694
479	113.1906531
480	113.1686658
481	113.1457838
482	113.1133254
483	113.0791183
484	113.0557407
485	113.0343742
486	113.000589
487	112.9745764
488	112.9253908
489	112.8878911
490	112.8654676
491	112.8119142
492	112.7773856
493	112.7475109
494	112.7211878
495	112.7010351
496	112.6721357
497	112.6103991
498	112.559101
499	112.5290164
500	112.4720785
501	112.4441404
502	112.4072127
503	112.3731586
504	112.3504363
505	112.3281963
506	112.3047081
507	112.2862568
508	112.2502103
509	112.2124812
510	112.164197
511	112.1432084
512	112.1240712
513	112.0915048
514	112.0722487
515	112.0496232
516	112.0243059
517	111.9445949
518	111.9181968
519	111.8992025
520	111.8603162
521	111.8328135
522	111.795069
523	111.777078
524	111.7326733
525	111.6996354
526	111.6678861
527	111.6404864
528	111.5827016
529	111.5466259
530	111.5077206
531	111.4789162
532	111.4566508
533	111.4364034
534	111.4155016
535	111.3932137
536	111.3805523
537	111.3495914
538	111.2946204
539	111.2612271
540	111.2205491
541	111.1989255
542	111.1781749
543	111.1564794
544	111.1383196
545	111.129744
546	111.1013051
547	111.0852278
548	111.0546468
549	111.0128627
550	110.9882433
551	110.908054
552	110.8894286
553	110.8735455
554	110.8506133
555	110.8205825
556	110.7745547
557	110.7464337
558	110.7298285
559	110.6911387
560	110.6230986
561	110.5770463
562	110.5517707
563	110.5302915
564	110.5080701
565	110.4826052
566	110.4607491
567	110.4403916
568	110.4152412
569	110.392597
570	110.3436661
571	110.3198748
572	110.2915183
573	110.2659413
574	110.2455067
575	110.2254476
576	110.2076542
577	110.1556719
578	110.1313234
579	110.1107587
580	110.0660737
581	110.052582
582	110.0299473
583	110.0108867
584	109.981068
585	109.961414
586	109.9336113
587	109.9230254
588	109.8806702
589	109.858584
590	109.8353721
591	109.8238876
592	109.8002466
593	109.7778878
594	109.7525799
595	109.7280596
596	109.7076233
597	109.6854576
598	109.6412826
599	109.6222774
600	109.5984757
601	109.5723181
602	109.5557558
603	109.544447
604	109.5289336
605	109.5054877
606	109.4952398
607	109.4411567
608	109.4145921
609	109.3930357
610	109.3758979
611	109.3577489
612	109.3356706
613	109.3133729
614	109.2923572
615	109.2663531
616	109.2519328
617	109.23097
618	109.197393
619	109.1802719
620	109.1648598
621	109.120745
622	109.0798428
623	109.0464481
624	109.0163872
625	109.0032428
626	108.9838981
627	108.962098
628	108.9404852
629	108.9086442
630	108.8857757
631	108.8629915
632	108.8345779
633	108.8075899
634	108.7914747
635	108.7539382
636	108.736981
637	108.714605
638	108.6949899
639	108.6376147
640	108.6021242
641	108.5814461
642	108.5709501
643	108.5473705
644	108.5080197
645	108.4954279
646	108.4799275
647	108.4393919
648	108.4223095
649	108.4068747
650	108.3912079
651	108.3770823
652	108.3607782
653	108.3488718
654	108.3324927
655	108.3181421
656	108.2903397
657	108.2766191
658	108.2369577
659	108.2183729
660	108.1952824
661	108.1715983
662	108.1558935
663	108.1337974
664	108.1208221
665	108.0935233
666	108.0713162
667	108.043315
668	108.0227011
669	107.9817474
670	107.9447028
671	107.9224503
672	107.9095868
673	107.8736204
674	107.8405261
675	107.8271964
676	107.7911587
677	107.7817166
678	107.7623224
679	107.7349597
680	107.7207723
681	107.6982211
682	107.6776412
683	107.6621241
684	107.6295511
685	107.6092228
686	107.5968279
687	107.5854981
688	107.5500737
689	107.5396052
690	107.5142562
691	107.5014456
692	107.4856493
693	107.4693527
694	107.4384005
695	107.4182623
696	107.4026416
697	107.3867474
698	107.3768832
699	107.3457291
700	107.3325249
701	107.3005408
702	107.2477235
703	107.2327968
704	107.1846997
705	107.1627697
706	107.1416658
707	107.1214396
708	107.1085573
709	107.0931423
710	107.0701563
711	107.0484668
712	107.0290805
713	107.0185761
714	107.0014336
715	106.9886737
716	106.9730777
717	106.9477534
718	106.9343377
719	106.9166243
720	106.9019281
721	106.8800287
722	106.8609897
723	106.8330373
724	106.8206922
725	106.8054143
726	106.7746252
727	106.7542102
728	106.7332938
729	106.7084226
730	106.6901609
731	106.6734421
732	106.6571564
733	106.6366416
734	106.6227681
735	106.6049152
736	106.5544774
737	106.5436098
738	106.5262093
739	106.5164153
740	106.5015782
741	106.4797468
742	106.4671485
743	106.4486442
744	106.4258656
745	106.4127175
746	106.3947503
747	106.3811715
748	106.3705871
749	106.3579323
750	106.3426227
751	106.3236528
752	106.2927957
753	106.2832194
754	106.2676231
755	106.232684
756	106.2217548
757	106.2083726
758	106.1957045
759	106.1856364
760	106.1548515
761	106.1419727
762	106.1058573
763	106.0879854
764	106.0557414
765	106.047234
766	106.0294066
767	106.0114641
768	105.9986612
769	105.9851722
770	105.9590496
771	105.9431932
772	105.924582
773	105.9122262
774	105.9030091
775	105.8931565
776	105.8667979
777	105.8425259
778	105.8101042
779	105.8000334
780	105.791031
781	105.7792394
782	105.7667215
783	105.7479753
784	105.7363694
785	105.7053708
786	105.684668
787	105.6662724
788	105.6528461
789	105.6322782
790	105.5483381
791	105.5395119
792	105.5031267
793	105.4872173
794	105.4526569
795	105.425186
796	105.4108869
797	105.3789007
798	105.3686351
799	105.3493731
800	105.3415717
801	105.3307281
802	105.3187002
803	105.3057247
804	105.2914897
805	105.279827
806	105.260054
807	105.2372605
808	105.2135351
809	105.1982264
810	105.1312748
811	105.1065071
812	105.0944487
813	105.0748456
814	105.0690338
815	105.0608055
816	105.0372438
817	105.0123959
818	105.0030129
819	104.9692624
820	104.9587559
821	104.9368377
822	104.9254521
823	104.9104648
824	104.8981786
825	104.8785506
826	104.869315
827	104.8582735
828	104.8424493
829	104.8266768
830	104.8139495
831	104.7980928
832	104.7830783
833	104.7436575
834	104.7302128
835	104.7164914
836	104.7044455
837	104.6949859
838	104.6755468
839	104.6623058
840	104.6424802
841	104.6294473
842	104.6050973
843	104.585312
844	104.5651257
845	104.5523863
846	104.5347946
847	104.5261603
848	104.5132382
849	104.4927319
850	104.4760543
851	104.4594459
852	104.4485375
853	104.4339988
854	104.4252556
855	104.4059551
856	104.3928891
857	104.3688961
858	104.3561659
859	104.308478
860	104.2937725
861	104.2856501
862	104.2476799
863	104.234167
864	104.2199827
865	104.207724
866	104.1930003
867	104.1869905
868	104.1742508
869	104.1541696
870	104.1437124
871	104.1343147
872	104.1198969
873	104.1059745
874	104.0878352
875	104.0776006
876	104.0427192
877	104.0063902
878	103.9975716
879	103.9841246
880	103.9722088
881	103.962898
882	103.9401047
883	103.9298807
884	103.9105007
885	103.8984814
886	103.8888183
887	103.8806369
888	103.8695409
889	103.8475078
890	103.8339746
891	103.8096497
892	103.7937219
893	103.7760404
894	103.7512656
895	103.7301702
896	103.724078
897	103.692557
898	103.6757726
899	103.6550423
900	103.6428542
901	103.6135507
902	103.5971682
903	103.5614167
904	103.525667
905	103.5145546
906	103.5037328
907	103.4870154
908	103.4646066
909	103.4494012
910	103.4412465
911	103.4196317
912	103.4083759
913	103.3985408
914	103.3828178
915	103.3731334
916	103.3598791
917	103.3501022
918	103.3322771
919	103.3114492
920	103.2903034
921	103.2771993
922	103.2636699
923	103.250627
924	103.2344443
925	103.2219064
926	103.2161209
927	103.1831229
928	103.1739144
929	103.1517203
930	103.1143674
931	103.0992479
932	103.0855462
933	103.0721123
934	103.0538479
935	103.0467146
936	103.0352054
937	103.0277294
938	103.0135303
939	103.0031381
940	102.9819715
941	102.9512676
942	102.9434013
943	102.91973
944	102.902818
945	102.8960732
946	102.8829092
947	102.8760804
948	102.8672796
949	102.8572214
950	102.8397517
951	102.8291322
952	102.8063922
953	102.7936184
954	102.778556
955	102.7665395
956	102.7524102
957	102.739949
958	102.7264055
959	102.7162827
960	102.7038165
961	102.6875732
962	102.6701923
963	102.658559
964	102.6419343
965	102.6363562
966	102.6257059
967	102.6015506
968	102.5882874
969	102.5809375
970	102.5633159
971	102.5556969
972	102.5047767
973	102.4891739
974	102.4841228
975	102.4544369
976	102.4206184
977	102.378121
978	102.3507247
979	102.3336498
980	102.3266504
981	102.2727668
982	102.2628809
983	102.257203
984	102.2440721
985	102.2264609
986	102.2062113
987	102.180766
988	102.1687231
989	102.158511
990	102.1435087
991	102.1205221
992	102.1104505
993	102.0968518
994	102.0718125
995	102.0592114
996	102.053319
997	102.0393341
998	101.9647184
999	101.9582579
1000	101.9463524
1001	101.9155424
1002	101.9046785
1003	101.8975554
1004	101.88628
1005	101.8739282
1006	101.8602877
1007	101.8508144
1008	101.8287427
1009	101.8090027
1010	101.7996944
1011	101.7910845
1012	101.7831159
1013	101.765896
1014	101.7367174
1015	101.7182184
1016	101.7059833
1017	101.6903799
1018	101.6757807
1019	101.6474882
1020	101.6194465
1021	101.6055971
1022	101.5957345
1023	101.5796773
1024	101.5705268
1025	101.5590358
1026	101.5434586
1027	101.5293716
1028	101.5196571
1029	101.4920156
1030	101.4786541
1031	101.4733605
1032	101.4571377
1033	101.4505627
1034	101.4417269
1035	101.4344881
1036	101.4124278
1037	101.4042622
1038	101.3474035
1039	101.3428303
1040	101.3337498
1041	101.3271249
1042	101.3173042
1043	101.2980252
1044	101.2867592
1045	101.2776514
1046	101.270023
1047	101.2589977
1048	101.2487894
1049	101.2402994
1050	101.2345404
1051	101.2212079
1052	101.2077284
1053	101.1987712
1054	101.1841135
1055	101.1718463
1056	101.1610056
1057	101.1433325
1058	101.1322933
1059	101.1260908
1060	101.1186873
1061	101.1027126
1062	101.0923409
1063	101.0840578
1064	101.0645903
1065	101.05418
1066	101.0458126
1067	101.0238562
1068	101.0152769
1069	101.0080432
1070	100.9926502
1071	100.9812129
1072	100.9628806
1073	100.9563419
1074	100.9405314
1075	100.9290313
1076	100.9187921
1077	100.9048306
1078	100.8898059
1079	100.8791977
1080	100.8695237
1081	100.8572189
1082	100.8336082
1083	100.8109691
1084	100.8002783
1085	100.7917362
1086	100.7859345
1087	100.7697072
1088	100.7629997
1089	100.7539301
1090	100.7376547
1091	100.728256
1092	100.7190044
1093	100.7043414
1094	100.6947472
1095	100.6808413
1096	100.6592251
1097	100.6474231
1098	100.63474
1099	100.6173141
1100	100.6018054
1101	100.5822779
1102	100.5738408
1103	100.5661537
1104	100.5537399
1105	100.540934
1106	100.5277163
1107	100.5047125
1108	100.4911631
1109	100.4795192
1110	100.4707123
1111	100.4590384
1112	100.4108733
1113	100.3953059
1114	100.3766676
1115	100.3714643
1116	100.3527417
1117	100.3411597
1118	100.3332411
1119	100.3273616
1120	100.3016583
1121	100.2826219
1122	100.2725863
1123	100.2670293
1124	100.2585282
1125	100.2399261
1126	100.2310015
1127	100.2203407
1128	100.2113453
1129	100.1913207
1130	100.1849487
1131	100.1723696
1132	100.1623675
1133	100.1460801
1134	100.1386567
1135	100.128612
1136	100.1183202
1137	100.1128916
1138	100.0712443
1139	100.0526726
1140	100.0463089
1141	100.0304984
1142	100.0160547
1143	100.0045026
1144	99.98543162
1145	99.97906244
1146	99.97306828
1147	99.96450551
1148	99.95225471
1149	99.9323459
1150	99.92348124
1151	99.86453343
1152	99.85946859
1153	99.84705487
1154	99.83654452
1155	99.82656375
1156	99.81635466
1157	99.8091684
1158	99.80065686
1159	99.79344649
1160	99.78155708
1161	99.77740486
1162	99.77188295
1163	99.74164733
1164	99.73733402
1165	99.72486742
1166	99.71131715
1167	99.68109394
1168	99.66813155
1169	99.6615679
1170	99.64183376
1171	99.61050759
1172	99.60063069
1173	99.59382135
1174	99.58779455
1175	99.58007705
1176	99.57019388
1177	99.56313549
1178	99.54996652
1179	99.54060029
1180	99.53266738
1181	99.52395691
1182	99.50865275
1183	99.48261822
1184	99.45482895
1185	99.44577372
1186	99.43776363
1187	99.42816446
1188	99.41363864
1189	99.4068246
1190	99.3650151
1191	99.34651485
1192	99.33888796
1193	99.334271
1194	99.32902783
1195	99.32228504
1196	99.31365699
1197	99.30488866
1198	99.29141958
1199	99.2859361
